name,score,comments,address,description
SUNRISEHOUSE Apartment in Osaka KY-301,,,"中央区, 大阪【南部地区】 – 显示在地图上",SUNRISEHOUSE Apartment in Osaka KY-301 is a property set in Osaka near Namba CITY shopping mall.
Porutebonaru Hotel Apartment,,,"中央区, 大阪【南部地区】 – 显示在地图上","Boasting a hot tub, Porutebonaru Hotel Apartment is situated in Osaka."
Hotel Sunroute Osaka Namba（大阪难波太阳道大饭店）,8.4,997条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Hotel Sunroute Osaka Namba经济型酒店将于2016年4月开业，提供覆盖各处的免费WiFi和内部餐厅，距离近畿（Kintetsu）、Sakaisuji和千日前...
Hotel Sakura（樱花酒店）,8.4,824条住客点评,大阪【南部地区】 – 显示在地图上,Hotel Sakura酒店位于大阪市中心，距离Tanimachi Kyuchome地铁站和Kintetsu Line线的大阪上野町站（Osaka Uehonmachi...
Stay Osaka（大阪住宿旅馆）,9.1,161条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Stay Osaka旅馆距离Nipponbahshi地铁站有不到2分钟的步行路程，提供共用休息室。附近的热门景点包括难波城（Namba...
Hotel Maganda (Adult Only)（马加达酒店（仅限成人））,7.0,100条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Hotel Maganda（Adult Only）情趣酒店位于大阪，距离Glico Man Sign广告牌有1.2公里，提供空调客房。热水浴池可供客人使用。酒店距离难波城购物商场1.
Namba_Dotonbori_DOR0066B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Set in Osaka, 1.3 km from Namba CITY shopping mall and 1."
Hotel Alexander Namba（难波亚历山大酒店）,8.6,497条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Hotel Alexander Namba酒店于2017年9月开业，位置便利，距离难波地铁站（Namba Subway Station）仅有2分钟步行路程，提供免费WiFi和一间内部餐厅。...
Namba_Daikoku_DAR0004B,6.7,8条住客点评,大阪【南部地区】 – 显示在地图上,"Namba_Daikoku_DAR0004B in Osaka offers accommodation with free WiFi, 1."
Hearton Hotel Shinsaibashi（心斋桥哈顿酒店）,8.2,469条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Hearton Hotel酒店距离心斋桥地铁站（Shinsaibashi Subway Station）的7号出口仅有1分钟步行路程，毗邻美国村（America...
Hotel Kelly（凯利酒店）,6.5,184条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Hotel Kelly酒店位于大阪市（Osaka）中央区（Chuo Ward），提供空调客房，距离格力高人形广告牌（Glico Man Sign）有600米，距离难波城（Namba...
Apartment VR Namba DAR0029B,,,大阪【南部地区】 – 显示在地图上,"Apartment VR Namba DAR0029B enjoys a location in Osaka, just less than 1 km from Tsutenkaku and a..."
"FUJI inn 400 Apartment,Daikoku C（大国C富士旅馆400公寓）",7.7,7条住客点评,大阪【南部地区】 – 显示在地图上,FUJI inn 400 Apartment，Daikoku C公寓位于大阪，距离通天阁（Tsutenkaku）不到1.
Capsule Hotel Asahi Plaza Shinsaibashi（朝日广场心斋桥胶囊酒店）,7.9,870条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Capsule Hotel Asahi Plaza胶囊旅馆24小时提供热水公共浴池、桑拿浴室和按摩服务。胶囊旅馆距离四桥地铁站（Yotsubashi Metro...
CC504 Akizero Apartment in Shimanouchi（大阪水零公寓CC504号）,,,"中央区, 大阪【道顿堀】 – 显示在地图上","CC504 Akizero Apartment in Shimanouchi offers accommodation in Osaka, 1.1 km from Glico Man Sign."
CC Apartment in Naniwa 73,,,大阪【南部地区】 – 显示在地图上,"CC Apartment in Naniwa 73 is situated in the Shinsaibashi, Namba, Yotsubashi district of Osaka, less..."
HOTEL S-PRESSO -Namba-（S-PRESSO -难波-酒店）,7.8,138条住客点评,大阪【难波】 – 显示在地图上,HOTEL S-PRESSO -Namba-酒店位于大阪（Osaka），靠近通天阁（Tsutenkaku）和新世界（Shinsekai）等热门景点，距离难波城购物中心（Namba...
Feel Osaka Yu（感受大阪羽酒店）,9.7,40条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Feel Osaka Yu酒店于2018年开业，距离心斋桥站（Shinsaibashi...
Nerarel Hostel Namba（难波内拉瑞尔旅舍）,8.6,"1,337条住客点评",大阪【难波】 – 显示在地图上,Nerarel Hostel Namba旅舍位于大阪（Osaka），距离南海本线（Nankai Line）的难波站（Namba Train...
Namba_Dotonbori_DOR0060B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Namba_Dotonbori_DOR0060B is located in the Chuo Ward district of Osaka, 1."
Red Roof Inn & Suites Osaka Namba Nipponbashi（大阪难波日本桥红屋顶套房酒店）,8.7,584条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Red Roof Inn＆Suites Osaka Namba Nipponbashi酒店距离难波城购物中心有400米，提供位于大阪的空调客房。酒店建于2017年，距离Glico Man...
Namba_Dotonbori_DOR0063B,,,"中央区, 大阪【南部地区】 – 显示在地图上",Namba_Dotonbori_DOR0063B is a property set in Osaka near Namba CITY shopping mall.
Sauna & Capsule AMZA (mens only),,,"中央区, 大阪【难波】 – 显示在地图上",Sauna & Capsule AMZA (mens only) is offering accommodation in Osaka.
B&S Eco Cube Shinsaibashi（心斋桥生态立方体酒店）,7.8,"1,375条住客点评","中央区, 大阪【道顿堀】 – 显示在地图上",B&S Eco Cube Shinsaibashi胶囊旅馆提供配有电视的就寝胶囊和覆盖胶囊旅馆各处的免费WiFi，距离道顿堀（Dotonbori）有6分钟步行路程。 The...
アシアゲストハウス,,,"中央区, 大阪【道顿堀】 – 显示在地图上",アシアゲストハウス旅馆位于大阪（Osaka），距离格力高人形牌（Glico Man Sign）有不到1.1公里，距离难波城购物中心（Namba CITY）1.
Centurion Hotel CEN Osaka Namba,8.6,9条住客点评,大阪【难波】 – 显示在地图上,Centurion Hotel CEN Osaka Namba酒店位于大阪（Osaka），距离格力高广告牌（Glico Man Sign）不到1.1公里，距离难波城（Namba CITY）购物中心1.
Color Nipponbashi（彩色日本桥公寓）,7.5,37条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Color Nipponbashi公寓位于大阪，提供空调住宿，距离难波城购物中心800米，距离格力高广告牌（Glico Man Sign）1.5公里，距离四天王寺（Shitennoji）1.
Namba_Shimanouchi_SMR0010B,,,"中央区, 大阪【心斋桥】 – 显示在地图上",Namba_Shimanouchi_SMR0010B公寓位于大阪（Osaka）的中央区（Chuo Ward），地理位置便利，配有露台，距离格力高广告牌（Glico Man Sign）1.
Grandouce Shinsaibashi-Nishi,,,大阪【南部地区】 – 显示在地图上,Grandouce Shinsaibashi-Nishi公寓提供位于大阪（Osaka）的住宿，距离格力高广告牌（Glico Man Sign）不到1公里，距离难波城购物中心（Namba CITY...
Abe Heights（安倍高地公寓）,,,"中央区, 大阪【心斋桥】 – 显示在地图上","Set 1.6 km from Glico Man Sign, Abe Heights offers free WiFi."
Namba Nipponbashi C2,,,大阪【南部地区】 – 显示在地图上,Namba Nipponbashi C2公寓位于大阪（Osaka）的四桥市（Yotsubashi）难波（Namba）地区的心斋桥（Shinsaibashi），距离难波城购物中心（Namba CITY...
Namba Hara apartment（难波哈拉公寓）,7.0,159条住客点评,大阪【难波】 – 显示在地图上,Namba Hara公寓位于大阪，提供一个阳光露台，距离JR难波站（JR Namba Station）有5分钟的步行路程，于公共区域提供免费WiFi，并提供免费便携式WiFi。...
道頓堀 徒歩10分!! 3LDK,,,"中央区, 大阪【南部地区】 – 显示在地图上","Situated in Osaka, 道頓堀 徒歩10分!! 3LDK provides a private pool. 道頓堀 徒歩10分!!"
CC204 Akizero Apartment in Shimanouchi（大阪秋零CC204号公寓）,,,"中央区, 大阪【道顿堀】 – 显示在地图上","Set in Osaka, less than 1 km from Glico Man Sign and a 19-minute walk from Namba CITY shopping mall,..."
123 Guesthouse（123旅馆）,7.9,182条住客点评,"中央区, 大阪【难波】 – 显示在地图上",123 Guesthouse旅馆位于大阪（Osaka），距离难波城购物中心（Namba CITY shopping mall）800米，提供共用休息室和免费WiFi等多种设施。旅馆位于中央区（Chuo...
Osaka - hotel / Vacation STAY 2626,,,大阪【南部地区】 – 显示在地图上,"Providing free WiFi, Osaka - hotel / Vacation STAY 2626 is situated in Osaka."
Ken's House（科恩之家宾馆）,8.4,310条住客点评,大阪【难波】 – 显示在地图上,Ken's House旅馆位于大阪（Osaka）的难波（Namba）区，距离Namba CITY购物商场300米，设有空调客房，各处均覆盖免费WiFi。前台提供行李寄存服务。...
Shinsaibashi Elegant Apartment（心斋桥典雅公寓）,8.8,40条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Shinsaibashi Elegant Apartment公寓位于大阪，距离格力高人形广告牌（Glico Man Sign）700米，距离心斋桥地铁站（Shinsaibashi Subway...
Namba_Dotonbori_DOR0061B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Situated in Osaka, 1.4 km from Namba CITY shopping mall and 1."
Hotel Seven Star 87-1,,,"中央区, 大阪【南部地区】 – 显示在地图上",Located 1 km from Glico Man Sign and 1.
Dotombori Base（道顿堀基地旅舍）,8.4,205条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Dotombori Base旅舍位于大阪（Osaka）的中央（Chuo Ward）区，距离Glico Man Sign有400米，距离难波城（Namba...
Hotel 88 Shinsaibashi（心斋桥88酒店）,9.1,360条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Hotel 88 Shinsaibashi酒店距离大阪市航空总站（OCAT）有8分钟的步行路程，距离难波站（Namba Station）有12分钟的步行路程，距离格力高广告牌（Glico Man...
Shinsaibashi Family Room406,9.6,6条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Shinsaibashi Family Room406公寓位于大阪（Osaka），提供露台，距离格力高人像标志（Glico Man Sign）300米，距离难波城（Namba...
Kaneyoshi Ryokan（卡尼尤西旅馆）,8.7,160条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Kaneyoshi Ryokan旅馆距离日本桥（Nipponbashi）地铁站仅有3分钟步行路程，提供免费无线网络连接以及带榻榻米地板和日式棉床垫的传统日式客房。...
Fuku Hostel Namba（难波福宿旅舍）,8.8,682条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Fuku Hostel旅舍位于大阪（Osaka）市中心，距离难波站（Namba Station）只有1分钟的步行路程，提供宿舍间、私人客房以及覆盖各处的免费WiFi。 Namba Fuku...
Zen Labo Osaka（大阪禅拉博旅馆）,8.2,"1,496条住客点评","中央区, 大阪【难波】 – 显示在地图上",Zen Labo Osaka旅馆位于大阪，距离格力高人形广告牌（Glico Man Sign）300米，距离难波城购物中心（Namba CITY）500米。...
Namba_Dotonbori_DOR0064B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Located 1.3 km from Namba CITY shopping mall, Namba_Dotonbori_DOR0064B is situated in Chuo Ward of..."
5mins to Namba Dotonbori,,,大阪【难波】 – 显示在地图上,"Located less than 1 km from Namba CITY shopping mall, 5mins to Namba Dotonbori offers accommodation..."
NAMBA－HARVEST HOUSE,,,"中央区, 大阪【难波】 – 显示在地图上","Set in Osaka, 1.4 km from Glico Man Sign, NAMBA－HARVEST HOUSE provides accommodation with free WiFi."
CC206 Akizero Apartment in Shimanouchi（大阪秋零CC206号公寓）,,,"中央区, 大阪【道顿堀】 – 显示在地图上",Just less than 1 km from Glico Man Sign and a 19-minute walk from Namba CITY shopping mall and...
Hotel Asiato（阿西托酒店）,8.5,59条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Hotel Asiato酒店位于大阪（Osaka），距离难波城购物中心（Namba CITY shopping mall）不到800米，距离格力高人形标志（Glico Man Sign）有1.
GuestHouse Sumicco（角落旅舍）,9.2,395条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",GuestHouse Sumicco旅舍位于大阪（Osaka），距离大坂上本町站（Osaka-Uehommachi Station）有4分钟步行路程，距离JR难波站（JR Namba...
Osaka Nanba Luxury Apartments N3（大阪难波N3奢华公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Osaka Nanba Luxury Apartments N3公寓位于大阪（Osaka），距离难波城（Namba CITY）购物中心700米，距离格力高广告牌（Glico Man...
Osaka Fujiya Hotel（大阪富士屋饭店）,7.7,402条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Osaka Fujiya Hotel酒店位于大阪市（Osaka）中心，坐落在热闹的南区（Minami），距离日本桥地铁站（Nipponbashi Subway...
Harukiya,,,"中央区, 大阪【心斋桥】 – 显示在地图上",Harukiya度假屋享有花园景致，提供带花园和露台的住宿，距离格力高广告牌（Glico Man Sign）约1.
Usagi House 2F,,,大阪【难波】 – 显示在地图上,"Located in Osaka, just 1.4 km from Namba CITY shopping mall, Usagi House 2F features accommodation..."
Kelly's Dormitory（凯利的宿舍旅舍）,,,"中央区, 大阪【道顿堀】 – 显示在地图上",Kelly's Dormitory旅舍位于大阪（Osaka），提供免费WiFi。这家一星级旅舍的空调客房提供共用浴室。旅舍距离格力高广告牌（Glico Man...
Lumiere Higashi Shinsaibashi St27（东直门心斋桥卢米埃尔27号街公寓）,,,"中央区, 大阪【心斋桥】 – 显示在地图上","Set in Osaka, within less than 1 km of Glico Man Sign and an 18-minute walk of Namba CITY shopping..."
Crystal Hotel at Shinsaibashi(190-1),,,"中央区, 大阪【心斋桥】 – 显示在地图上","Set in Osaka, just 400 metres from Glico Man Sign, Crystal Hotel at Shinsaibashi(190-1) features..."
Apartment in Nippombashi N4,,,"中央区, 大阪【南部地区】 – 显示在地图上",Osaka Nanba Luxury Apartments N4公寓位于大阪（Osaka），距离难波城（Namba CITY）购物中心700米，距离格力高广告牌（Glico Man...
Namba_Namba_NBR0005B,,,大阪【难波】 – 显示在地图上,"Namba_Namba_NBR0005B offers accommodation in Osaka, less than 1 km from Namba CITY shopping mall and..."
Lumiere Yotsubashi Hotel Apartment,,,大阪【心斋桥】 – 显示在地图上,"Lumiere Yotsubashi Hotel Apartment is situated in the Shinsaibashi, Namba, Yotsubashi district of..."
Sunrise Hotel 306(206-1),,,"中央区, 大阪【心斋桥】 – 显示在地图上","Sunrise Hotel 306(206-1) offers accommodation in Osaka, 1.7 km from Glico Man Sign and 2."
Apartment in Kozu SD63（MSD63大阪公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Osaka Namba Modern Style Apartment MSD63公寓位于大阪，距离大阪城（Osaka Castle）1.6公里，距离格力高广告牌（Glico Man Sign）1.
Shin Nippombashi（新日本桥公寓）,9.0,73条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Shin Nippombashi旅馆位于大阪府（Osaka Prefecture）大阪市，提供带免费WiFi的住宿和热水浴池。 每间客房均配有空调、平板电视、洗衣机、水壶和厨房，拥有市景阳台。...
CC Apartment in Naniwa 0001（浪花0001号CC公寓）,6.3,5条住客点评,大阪【南部地区】 – 显示在地图上,CC Apartment in Naniwa 0001公寓位于大阪（Osaka），距离难波城（Namba CITY）购物中心600米，距离格力高广告牌（Glico Man...
HOTEL MYSTAYS Shinsaibashi（MYSTAYS 心斋桥酒店）,8.3,878条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Hotel MyStays Shinsaibashi酒店位于楠巴（Namba）区，距离心斋桥地铁站（Shinsaibashi Subway...
OOKINI HOTELS Shinsaibashi Sennencho Apartment（OOKINI酒店心斋桥森塞巴施公寓）,8.9,63条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",OOKINI HOTELS Shinsaibashi Sennencho Apartment公寓位于大阪（Osaka）的中央区（Chuo Ward），距离格力高广告牌（Glico Man...
Namba_Daikoku_DOR0026B,,,大阪【南部地区】 – 显示在地图上,Namba_Daikoku_DOR0026B is a property situated in Osaka near Tsutenkaku. Guests may enjoy free WiFi.
Vessel Inn Shinsaibashi（心斋桥船舶酒店）,8.7,687条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Vessel Inn Shinsaibashi酒店交通便利，位于心斋桥站前面（Shinsaibashi Station），提供覆盖各处的免费WiFi、24小时前台和行李寄存处。...
Hotel JNGN,,,大阪【难波】 – 显示在地图上,"Situated less than 1 km from Namba CITY shopping mall and a 14-minute walk from Glico Man Sign,..."
Hotel Villa Fontaine Osaka-Shinsaibashi（大阪心斋桥芬迪别墅酒店）,8.2,858条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Hotel Villa Fontaine Osaka-Shinsaibashi酒店距离心斋桥地铁站（Shinsaibashi Subway...
Apartment in Osaka 1358,,,大阪【难波】 – 显示在地图上,"Situated 500 metres from Namba CITY shopping mall, Apartment in Osaka 1358 is located in..."
HOSTEL WASABI Osaka Bed with Library（大阪住宿图书馆芥末旅馆）,8.8,"2,424条住客点评","中央区, 大阪【难波】 – 显示在地图上",HOSTEL WASABI Osaka Bed with Library旅馆位于大阪。 客房配有平板电视和电脑，提供共用浴室，以及免费洗浴用品和吹风机。HOSTEL WASABI Osaka Bed...
Hearton Hotel Minamisenba（米娜迷森巴哈顿酒店）,8.0,89条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",这家Hearton Hotel Minamisenba酒店距离心斋桥地铁站（Shinsaibashi Subway...
Cozy Apartment 2Rms Shinzaibashi/心斋桥两房舒适公寓,,,"中央区, 大阪【南部地区】 – 显示在地图上","Featuring city views, Cozy Apartment 2Rms Shinzaibashi/心斋桥两房舒适公寓 is located in Osaka, 400 metres..."
Usagi House 3F,,,大阪【难波】 – 显示在地图上,"Usagi House 3F offers accommodation in Osaka, 1.1 km from Namba CITY shopping mall and 1."
Namba Kuromon KMR0004B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Namba Kuromon KMR0004B is situated in Osaka. The property features city views, plus is 1."
Namba Kuromon KMR0003B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Situated in Osaka, just 1.1 km from Namba CITY shopping mall, Namba Kuromon KMR0003B provides..."
Hotel Eiko 0-14（荣工0-14酒店）,6.8,8条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上","Hotel Eiko 0-14 in Osaka offers accommodation with free WiFi, 1.4 km from Glico Man Sign and 1."
Apartment in Shimanouchi 303（岛之内303公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Apartment in Shimanouchi 303公寓位于大阪市（Osaka），距离格力高人形广告牌（Glico Man Sign）有800米，距离难波CITY购物商场1.
South In Ikenoya（宜柯诺亚南经济型酒店）,7.9,30条住客点评,"中央区, 大阪【难波】 – 显示在地图上",South In Ikenoya酒店位于大阪，距离难波城购物中心400米，提供带空调和免费WiFi的客房。这家三星级日式商务酒店提供24小时服务的前台，距离Glico Man Sign广告牌有1.
Yeah Room Higashishinsaibashi,,,"中央区, 大阪【心斋桥】 – 显示在地图上","Located 600 metres from Glico Man Sign and providing a terrace and free WiFi, Yeah Room..."
nid NAMBA at Residence East,,,"中央区, 大阪【道顿堀】 – 显示在地图上","Situated in Osaka, 1.2 km from Glico Man Sign and 1."
Namba_Daikoku_DAR0025B,,,大阪【南部地区】 – 显示在地图上,"Namba_Daikoku_DAR0025B offers accommodation in Osaka, less than 1 km from Tsutenkaku and a 12-minute..."
Apartment VR Dotonbori DOR0072B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Apartment VR Dotonbori DOR0072B has a balcony and is located in Osaka, within just 1 km of Glico Man..."
Namba_Dotonbori_DOR0055B,,,"中央区, 大阪【南部地区】 – 显示在地图上","Located in Osaka, 1.3 km from Namba CITY shopping mall and 1."
Namba Mickey Cookies (Adult Only)（难波米奇酷奇情趣酒店（仅限成人））,7.1,57条住客点评,大阪【难波】 – 显示在地图上,Namba Mickey Cookies（Adult Only）情趣酒店位于大阪（Osaka），距离难波城（Namba CITY）购物中心等景点有很短的路程，提供24小时前台服务。...
Osaka EXE,,,"中央区, 大阪【南部地区】 – 显示在地图上",Osaka EXE is a property situated in Osaka near Namba CITY shopping mall.
Grandouce Dotonbori Ⅱ,,,"中央区, 大阪【道顿堀】 – 显示在地图上",Located 1.1 km from Glico Man Sign and 1.
Home Inn Shinsai,,,"中央区, 大阪【心斋桥】 – 显示在地图上","Offering city views, Home Inn Shinsai is an accommodation set in Osaka, 1."
Apartment in Shikitsuhigashi 302（什基茨加石302号公寓）,,,大阪【南部地区】 – 显示在地图上,Apartment in Shikitsuhigashi 302公寓位于大阪（Osaka），提供免费WiFi，距离新世界（Shinsekai）800米，距离通天阁（Tsutenkaku...
304 apartment in Nipponbashi,,,"中央区, 大阪【南部地区】 – 显示在地图上","304 apartment in Nipponbashi is set in the Chuo Ward district of Osaka, 1."
Midosuji Hotel（麦多萨基酒店）,8.1,40条住客点评,"中央区, 大阪【难波】 – 显示在地图上",全面禁烟Midosuji Hotel酒店距离难波地铁站（Nanba Subway...
Hostel Q（Q旅馆）,8.2,"1,130条住客点评","中央区, 大阪【道顿堀】 – 显示在地图上",Hostel Q旅馆距离难波站仅2分钟步行路程，提供共用宿舍间的铺位，在整个旅馆都提供免费无线网络连接，也提供可以免费使用的上网电脑。其设施包括共用厨房和用餐区和一台洗衣机。 Q...
CC-603 Akizero Apartment in Shimanouchi,,,"中央区, 大阪【道顿堀】 – 显示在地图上","Located in Osaka, within less than 1 km of Glico Man Sign, CC-603 Akizero Apartment in Shimanouchi..."
Suite Kuromon Apartment in Osaka（大阪黑门套房公寓）,,,"中央区, 大阪【南部地区】 – 显示在地图上",Sweet Kuromon Apartment in Osaka公寓位于大阪（Osaka）的中央区（Chuo Ward），距离Namba CITY购物中心700米，距离格力高人形广告牌（Glico...
Hostel Base Point Osaka（大阪贝丝波特旅馆）,7.9,278条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Hostel Base Point Osaka酒店距离难波火车站（Namba...
Hotel Continent Vijoux Osaka (Adult Only)（大阪维佐大陆情趣酒店（仅限成人））,,,"中央区, 大阪【道顿堀】 – 显示在地图上",Hotel Continent Vijoux Osaka（Adult Only）情趣酒店位于大阪（Osaka），提供客房。...
Hotel Shinsaibashi Lions Rock（心斋桥狮子石酒店）,6.9,924条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Hotel Shinsaibashi Lions Rock酒店位于大阪市（Osaka）心斋桥区（Shinsaibashi）的中心，距离美国村（America...
Hotel Alten（阿尔顿经济型酒店）,8.0,297条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Hotel Alten酒店位于大阪（Osaka），距离格力高广告牌（Glico Man Sign）有1.
Sunrise House Apartment in Osaka KY501,,,"中央区, 大阪【南部地区】 – 显示在地图上","Situated in Osaka, within 1.1 km of Namba CITY shopping mall, Sunrise House Apartment in Osaka KY501..."
Prince Space Tanimachi-2（谷町2号王子太空公寓式酒店）,,,"中央区, 大阪【南部地区】 – 显示在地图上","Set in Osaka, Prince Space Tanimachi-2 provides accommodation with free WiFi and a kitchen."
Red Roof Plus Osaka Namba（大阪难波红屋顶Plus酒店）,8.5,"1,096条住客点评","中央区, 大阪【难波】 – 显示在地图上",Red Roof Plus Osaka Namba酒店位于大阪（Osaka），配有免费WiFi，距离格力高广告牌（Glico Man Sign）不到1.
Nao's Guesthouse Ⅲ,,,大阪【南部地区】 – 显示在地图上,"Situated 1.2 km from Shitennoji, 2.2 km from Tsutenkaku and 2."
Shell Nell Namba by WBF（难波WBF施埃尔内耳胶囊旅馆）,8.5,624条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上",Shell Nell Namba by WBF胶囊旅馆位于大阪（Osaka），提供免费WiFi，距离难波城（Namba CITY）购物中心有不到700米，距离Glico Man Sign有1.
Namba_Daikoku_DOR0027B,,,大阪【南部地区】 – 显示在地图上,"Situated in the Shinsaibashi, Namba, Yotsubashi district of Osaka, just less than 1 km from..."
Hotel Trusty Shinsaibashi（守信度假村）,7.9,333条住客点评,"中央区, 大阪【心斋桥】 – 显示在地图上",Hotel Trusty酒店位于中心地带的大阪心斋桥，距离心斋桥地铁站3分钟步行路程。酒店提供配备了免费网络连接的时尚客房以及一间供应意大利料理的餐厅。...
ＭＳ日本一ビル,,,"中央区, 大阪【难波】 – 显示在地图上","ＭＳ日本一ビル offers accommodation in Osaka, 800 metres from Namba CITY shopping mall and 1."
蜀道鮮客栈,,,"中央区, 大阪【难波】 – 显示在地图上","Situated in Osaka, 1.3 km from Glico Man Sign and 1."
Tanimachi Hotel Apartment,8.3,5条住客点评,"中央区, 大阪【南部地区】 – 显示在地图上","Located in Osaka, Tanimachi Hotel Apartment has well-equipped accommodation boasting free WiFi, 1."
Namba High floor 1200（难波高层1200公寓）,,,大阪【难波】 – 显示在地图上,"Namba High floor 1200 features a balcony and is located in Osaka, within just less than 1 km of..."
The Wall Hotel（华尔街酒店）,7.7,538条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",The Wall Hotel酒店位于大阪（Osaka），提供免费WiFi，距离格力高广告牌（Glico Man Sign）400米，距离难波城（Namba...
Fuku Hostel Nagomi Namba（难波水町福旅舍）,9.0,"1,404条住客点评","中央区, 大阪【南部地区】 – 显示在地图上",Fuku Hostel -Nagomi- Namba旅舍距离难波站（Namba Station）仅有1分钟的步行路程，设有带共用厨房的休息室，以及覆盖共用区的免费WiFi。 Fuku...
Hotel Art Inn Namba Osaka（大阪难波艺术酒店）,7.7,582条住客点评,"中央区, 大阪【难波】 – 显示在地图上",Hotel Art Inn Namba Osaka酒店位于大阪（Osaka）。这家三星酒店提供免费WiFi和24小时前台，距离Glico Man Sign有700米。...
Walking distance to Kuromon market and Dotonbori(69-5),,,"中央区, 大阪【南部地区】 – 显示在地图上",Walking distance to Kuromon market and Dotonbori(69-5) is set in Osaka. Guests may enjoy free WiFi.
Namba_Kuromon_KMR0037B,,,大阪【南部地区】 – 显示在地图上,"Set in Osaka, 1 km from Namba CITY shopping mall, Namba_Kuromon_KMR0037B provides a living room with..."
Hotel Nikko Osaka（大阪日航国际酒店）,8.7,"1,424条住客点评","中央区, 大阪【心斋桥】 – 显示在地图上",Hotel Nikko Osaka酒店与心斋桥地铁站（Shinsaibashi Subway...
Prince Space Namba（难波太子空间公寓）,,,"中央区, 大阪【心斋桥】 – 显示在地图上",Prince Space Namba公寓位于大阪的中央区（Chuo Ward），距离格力高人像标志（Glico Man Sign）有700米，提供免费WiFi。...
Hotel Rose Lips Shinsaibashi (Adult Only)（玫瑰之心心斋桥情趣酒店（仅限成人））,,,"中央区, 大阪【道顿堀】 – 显示在地图上","Situated in Osaka, within 300 metres of Glico Man Sign and less than 1 km of Namba CITY shopping..."
Ikidane House Osaka Shimanouchi,,,"中央区, 大阪【心斋桥】 – 显示在地图上",Situated 1.7 km from Glico Man Sign and 2.
Apartment in Tennoji TG-401,,,大阪【南部地区】 – 显示在地图上,"Set in Osaka, 1.3 km from Shitennoji and 2 km from Namba CITY shopping mall, Apartment in Tennoji..."
Apartment VR Namba Kuromon KMR0042B,,,"中央区, 大阪【难波】 – 显示在地图上","Apartment VR Namba Kuromon KMR0042B is situated in Osaka, 700 metres from Namba CITY shopping mall,..."
Apartment in Nishishinsaibashi SI59（西新宿桥MSI59公寓）,7.8,6条住客点评,"中央区, 大阪【道顿堀】 – 显示在地图上",Osaka Modern Style Apartment Near Dotonbori MSI59公寓位于大阪（Osaka），距离大阪城（Osaka Castle）1.
Osaka Esraise,,,"中央区, 大阪【南部地区】 – 显示在地图上","Situated in Osaka, Osaka Esraise provides air-conditioned accommodation with a balcony and free..."
Shimanouchi hotel (76-1),,,"中央区, 大阪【心斋桥】 – 显示在地图上","Located in Osaka, 1.3 km from Glico Man Sign and 1."
Apartment in Osaka 5951,,,"中央区, 大阪【南部地区】 – 显示在地图上","Located less than 1 km from Glico Man Sign, an 18-minute walk from Namba CITY shopping mall and 2."
Nipponbashi302 Two rooms and one living room,,,"中央区, 大阪【南部地区】 – 显示在地图上",Nipponbashi302 Two rooms and one living room is set in Osaka.
